Id-risorsa,Tipologia-risorsa,Data-creazione,Anno-inizio,IdentificativoIRIS,Titolo,Descrizione,Sede,Durata,Data-fine,Responsabili,Partecipanti,Dipartimenti,EntiPartner-ID,Enti-Descrizione,Aree-scientifiche-coinvolte,Obbiettivi,Tipologia-coinvolgimento,Pubblici-Coinvolti,Finanziamenti-esterni,Link,Settori-Erc,SSD,Parole-chiave,Iniziative-figlieIDIRIS,Iniziative-padreIDIRIS,Centri-ricerca-collegatiIDIRIS,Progetti-collegati
62757,Organizzazione di concerti spettacoli teatrali rassegne cinematografiche eventi sportivi mostre esposizioni e altri eventi di pubblica utilità aperti alla comunità,31/01/2023,2022,PEN-16939,A day in Porta Palazzo-Living Lab -NEB SITE EVENTS,Nell'ambito del progetto Distretto Urbano del Commercio a sostegno delle imprese locali Città di Torino e Università degli Studi di Torino  con TheGate Porta Palazzo Links.foundation e con il contributo dei commercianti e dei residenti locali propongono un LIVING LAB per avviare un dialogo sul concetto di città in 15 minuti insieme alla comunità ai commercianti agli stakeholder e alle istituzioni.,Torino Mercato Centrale,1,10/06/2022,BOELLA Guido/// SCHIFANELLA Claudio,,INFORMATICA,,,,,Ascolto e dialogo,Cittadini (25)/// Imprese (10)/// Istituzioni ed enti locali (2),0,https://www.facebook.com/firstlife.org/photos/a.1725848624353132/3212622715675708/,SH1_3 - Development economics/// structural change/// political economy of development/// PE6_7 - Artificial intelligence intelligent systems natural language processing/// SH7_7 - Cities/// urban regional and rural studies/// SH7_10 - GIS spatial analysis/// big data in geographical studies,,,,,,
62760,Organizzazione di iniziative di valorizzazione consultazione e condivisione della ricerca,31/01/2023,2022,PEN-16942,Webinar -La Sostenibilità Integrale tra Digital Twin e Architetture Blockchain- Stati generali dell'Innovazione,Per lo sviluppo inclusivo e sostenibile di un territorio è necessario innescare abilitare capacitare Infrastrutturare processi di comunità di riappropriazione di ispessimento di legami e di ri-significazione dei luoghi per dare cornici di direzione e senso a scenari condivisi di futuro.In questa prospettiva le tecnologie civiche adottate in alcune progettazioni locali permettono:-l’incorporamento (embedding) del metaterritorio quale spazio di relazioni-l’auto-organizzazione (autopoiesi) dell’ecosistema territoriale: gli operatori (cittadini stakeholders amministratori) possono coordinarsi tra loro per emettere un “token di comunità” oltre a creare gettoni individuali///-il self-service dei diversi servizi ecosistemici territorialiNel webinar i relatori di UNITO hanno mostrato le potenzialità della piattaforma CommonsHood,,1,15/12/2022,SCHIFANELLA Claudio/// BOELLA Guido,,INFORMATICA,,,AREA MIN. 01 - Scienze matematiche e informatiche,,Informazione,Terzo settore/ONG (20),0,https://www.statigeneralinnovazione.it/la-sostenibilita-integrale-tra-digital-twin-e-architetture-blockchain-webinar-di-divulgazione-dellinnovazione/,PE6_10 - Web and information systems data management systems information retrieval and digital libraries data fusion,,,,,,
62765,Organizzazione di iniziative di valorizzazione consultazione e condivisione della ricerca,31/01/2023,2022,PEN-16947,Biennale prossimità: “Transizione digitale: ci avvicina o ci allontana?”,Il digitale può avvicinarci o allontanarci abbattere barriere creare opportunità o alimentare disuguaglianze e nuove divisioni. Queste prospettive ci devono interrogare soprattutto in relazione alle persone vulnerabili e fragili che dalla transizione digitale rischiano di essere ancora una volta escluse. Alla luce dei consistenti investimenti dell’Europa su questo tema come approcciarsi poi alla digitalizzazione in ottica di prossimità come coniugare le opportunità che la tecnologia propone anche per chi opera nel sociale e la necessaria centralità delle relazioni? Un viaggio tra riflessioni e proposte per una tecnologia attenta alle persone.,Brescia,1,11/06/2022,BOELLA Guido/// SCHIFANELLA Claudio,,INFORMATICA,,,,,Ascolto e dialogo,Cittadini (70),0,,PE6_7 - Artificial intelligence intelligent systems natural language processing/// SH7_1 - Human economic and social geography/// SH7_7 - Cities/// urban regional and rural studies/// SH7_10 - GIS spatial analysis/// big data in geographical studies,,,,,,
62812,Attività di coinvolgimento e interazione con il mondo della scuola,31/01/2023,2022,PEN-16994,FirstLife Edu. Percorsi di Educazione Civica e Digitale,Percorsi di Educazione Civica e Digitale,Scuola secondaria di 1° grado G. Perotti,142,31/05/2022,BOELLA Guido/// SCHIFANELLA Claudio,,INFORMATICA,,,,,Collaborazione,Secondaria I grado studenti (150),0,,SH7_7 - Cities/// urban regional and rural studies/// SH7_5 - Sustainability sciences environment and resources/// PE6_7 - Artificial intelligence intelligent systems natural language processing,,,,,,
62817,Altre iniziative di Public Engagement,31/01/2023,2022,PEN-16999,YOUTO Co-programmazione in favore di Adolescenti e Giovani.,Percorso che vede insieme Amministrazione Pubblica Terzo Settore e Università per arrivare a definire i bisogni delle nuove generazioni e beneficiando delle risorse del Piano Urbano Integrato finanziato dal PNRR a creare un insieme di attività da svolgere nei luoghi dove abitano studiano e passano il tempo libero.,Cavallerizza Reale e Iter Via Bardonecchia,60,30/12/2022,BOELLA Guido/// SCHIFANELLA Claudio,,INFORMATICA,,,,,Collaborazione,Istituzioni ed enti locali (4)/// Terzo settore/ONG (2),0,,PE6_7 - Artificial intelligence intelligent systems natural language processing/// SH7_7 - Cities/// urban regional and rural studies/// SH3_6 - Social influence/// power and group behaviour,,,,,,
62826,Attività di coinvolgimento e interazione con il mondo della scuola,31/01/2023,2022,PEN-17008,Progetto Scuole 4.0,Laboratori per scuola 4.0: realizzare ambienti di apprendimento innovativi. Firstlife,Iter Via Bardonecchia,91,30/12/2022,BOELLA Guido/// SCHIFANELLA Claudio,,INFORMATICA,,,,,Ascolto e dialogo,Secondaria II grado studenti (50),0,,PE6_7 - Artificial intelligence intelligent systems natural language processing/// SH3_1 - Social structure social mobility social innovation/// SH3_6 - Social influence/// power and group behaviour/// SH3_12 - Communication and information networks media,,,,,,
62835,Altre iniziative di Public Engagement,31/01/2023,2022,PEN-17017,Monitoraggio e valorizzazione degli impollinatori nella Città Metropolitana di Torino - MoVITo,Coinvolgere le persone nel monitoraggio degli insetti impollinatori con strumenti di Citizen Science (iniziative di ricerca partecipata nelle quali i cittadini possono aiutare i ricercatori a raccogliere informazioni fondamentali condividendo semplicemente le fotografie degli insetti impollinatori che vedono nell’ambiente) Creazione di siti di nidificazione per api selvatiche (Coinvolgere le persone nella creazione di siti di nidificazione per api selvatiche. L’agricoltura intensiva e la perdita di habitat determina infatti una riduzione delle aree a disposizione degli insetti impollinatori comprese le aree per la nidificazione delle api selvatiche perlopiù solitarie che nidificano in cavità o nel terreno.) Creazione di siti di foraggiamento per gli impollinatori (Coinvolgere le persone nella creazione di siti di foraggiamento come aiuole o piccoli fioriti che garantiscano agli insetti impollinatori polline e nettare per tutta la durata del ciclo di sviluppo delle varie specie),Territorio della Città Metropolitana di Torino,365,31/12/2022,PORPORATO Marco,BARBERO Francesca/// LIOY Simone/// CUTTINI Davide/// CASACCI Luca Pietro/// BARNI Elena/// LAURINO DANIELA/// LARCHER Federica/// ZOLA Lia Emilia/// DEVECCHI Marco/// LOMBARDO Vincenzo/// TOSI Simone/// STRAFFON DÍAZ SARA/// CARISIO LUCA/// ANGLANI ALESSANDRO/// PLAZIO Elisa/// VERRI ALESSIA/// KIRETA DONA,SCIENZE AGRARIE FORESTALI E ALIMENTARI/// SCIENZE DELLA VITA E BIOLOGIA DEI SISTEMI/// LINGUE E LETTERATURE STRANIERE E CULTURE MODERNE/// INFORMATICA,137563/// 129352/// 75321/// 151574/// 79917/// 83791/// 81788/// 137386,Associazione Amici del Giardino botanico Rea ODV/// Ente di gestione delle aree protette dei Parchi Reali/// LE SERRE SRL A SOCIO UNICO/// PAV Parco Arte Vivente Centro Sperimentale di arte Contemporanea/// ENTE DI GESTIONE DELLE AREE PROTETTE DEL PO E DELLA COLLINA TORINESE/// ENTE DI GESTIONE DELLE AREE PROTETTE DELLE ALPI COZIE/// COMUNE DI GRUGLIASCO/// Museo Civico di Storia Naturale,AREA MIN. 01 - Scienze matematiche e informatiche/// AREA MIN. 05 - Scienze biologiche/// AREA MIN. 07 - Scienze agrarie e veterinarie/// AREA MIN. 10 - Scienze dell'antichitafilologico-letterarie e storico-artistiche,,Informazione,Cittadini (1147)/// Primaria studenti (340)/// Secondaria I grado studenti (470)/// Secondaria II grado insegnanti (35),0,www.movito.unito.it,LS8_2 - Biodiversity/// LS8_3 - Conservation biology/// LS8_1 - Ecosystem and community ecology macroecology/// SH5_4 - Visual and performing arts film design and architecture/// SH7_5 - Sustainability sciences environment and resources/// SH7_7 - Cities/// urban regional and rural studies,,,,,,
62886,Organizzazione di concerti spettacoli teatrali rassegne cinematografiche eventi sportivi mostre esposizioni e altri eventi di pubblica utilità aperti alla comunità,31/01/2023,2022,PEN-17062,-Intelligenza Artificiale: Tante opportunità nuove responsabilità e il contributo delle donne-,Nell'ambito delle attività Fidapa BPW Italy Sezione Torino presso il Circolo degli Ufficiali a Torino: evento -Intelligenza Artificiale: Tante opportunità nuove responsabilità e il contributo delle donne-,Circolo degli Ufficiali a Torino,1,08/10/2022,BOELLA Guido/// SCHIFANELLA Claudio,,INFORMATICA,,,,,Informazione,Cittadini (50),0,,PE6_7 - Artificial intelligence intelligent systems natural language processing/// SH5_10 - Ethics and its applications/// social philosophy/// SH3_1 - Social structure social mobility social innovation/// SH3_2 - Inequalities discrimination prejudice,,,,,,
62888,Organizzazione di iniziative di valorizzazione consultazione e condivisione della ricerca,31/01/2023,2022,PEN-17064,Consortium Meeting del progetto NLAB4CIT,Dipartimento di Informatica - Università degli Studi di Torino  e la Città di Collegno ospitano i rappresentanti dei laboratori belgi e greci che in questi mesi si stanno dedicano allo sviluppo di #tecnologie #civiche in #coprogettazione con la cittadinanza per,Torino e Collegno,2,23/09/2022,BOELLA Guido,,INFORMATICA,,,,,Collaborazione,Istituzioni ed enti locali (25),0,,SH7_7 - Cities/// urban regional and rural studies/// SH7_10 - GIS spatial analysis/// big data in geographical studies/// SH7_1 - Human economic and social geography/// PE6_7 - Artificial intelligence intelligent systems natural language processing,,,,,,
62889,Pubblicazioni (cartacee e digitali) dedicate al pubblico non esperto,31/01/2023,2022,PEN-17065,guida ai 𝗟𝘂𝗼𝗴𝗵𝗶 𝗱𝗲𝗹𝗹𝗮 𝗖𝗼𝗺𝘂𝗻𝗶𝘁𝗮̀ di Uncem Piemonte,contributo alla guida -luoghi delle comunità- pag 100,pubblicazione,1,27/07/2022,BOELLA Guido/// SCHIFANELLA Claudio,,INFORMATICA,97381,Unione Nazionale Comuni Comunità Enti Montani - UNCEM,,,Informazione,Cittadini (100),0,,SH7_1 - Human economic and social geography/// SH7_7 - Cities/// urban regional and rural studies/// LS8_1 - Ecosystem and community ecology macroecology/// SH3_1 - Social structure social mobility social innovation,,,,,,
62892,Pubblicazione e gestione di siti web e altri canali social di comunicazione e divulgazione scientifica,31/01/2023,2022,PEN-17068,Sito Firstlife,gestione sito FirstLife,,365,31/12/2022,BOELLA Guido/// SCHIFANELLA Claudio,,INFORMATICA,,,,,Informazione,Cittadini (100),0,https://www.firstlife.org/team/,SH3_1 - Social structure social mobility social innovation/// SH3_7 - Kinship/// diversity and identities gender interethnic relations/// SH3_12 - Communication and information networks media/// SH3_13 - Digital social research/// SH7_7 - Cities/// urban regional and rural studies/// SH7_8 - Land use and planning/// SH7_10 - GIS spatial analysis/// big data in geographical studies,,,,,,
62894,Attività di coinvolgimento e interazione con il mondo della scuola,31/01/2023,2022,PEN-17070,Corso di formazione per gli studenti selezionati alle gare territoriali delle Olimpiadi Italiane di Informatica,Corso integrato online e in presenza in quattro incontri da quattro ore comprendenti lezioni frontali ed esercitazioni su argomenti di algoritmica e programmazione competitiva.,Dipartimento di Informatica,22,22/04/2022,AUDRITO Giorgio,,INFORMATICA,,,AREA MIN. 01 - Scienze matematiche e informatiche,diffusione di conoscenze informatiche negli studenti eccellenti delle scuole superiori per prepararli a una loro possibile futura carriera nell'informatica,Ascolto e dialogo,Secondaria II grado studenti (60),0,https://orientamento.educ.di.unito.it/user/index.php?id=100,PE6_6 - Algorithms and complexity distributed parallel and network algorithms algorithmic game theory,,,,,,
62895,Organizzazione di concerti spettacoli teatrali rassegne cinematografiche eventi sportivi mostre esposizioni e altri eventi di pubblica utilità aperti alla comunità,31/01/2023,2022,PEN-17071,progetto QUARTIERE CIRCOLARE,un evento supportato dal nostro dipartimento con i progetti FirstLife e CommonsHood,,15,14/05/2022,BOELLA Guido/// SCHIFANELLA Claudio,,INFORMATICA,74859,ASSOCIAZIONE INTERNAZIONALE VOLONTRI LAICI - LVIA,,,Ascolto e dialogo,Cittadini (50),0,https://lvia.it/quartier-circolare/,SH7_1 - Human economic and social geography/// SH7_2 - Migration/// SH7_7 - Cities/// urban regional and rural studies/// SH7_10 - GIS spatial analysis/// big data in geographical studies,,,,,,
62896,Attività di coinvolgimento e interazione con il mondo della scuola,31/01/2023,2022,PEN-17072,Partecipazione di UniTo alla competizione internazionale SWERC delle ICPC,Partecipazione con un gruppo di studenti UniTo selezionato alla competizione internazionale SWERC fase preliminare delle ICPC.,Politecnico di Milano,2,24/04/2022,AUDRITO Giorgio,,INFORMATICA,,,AREA MIN. 01 - Scienze matematiche e informatiche,Valorizzazione delle competenze e incentivo al networking tra studenti di varie università internazionali e rappresentanti del mondo aziendale.,Collaborazione,Altro Studenti universitari (300)/// Imprese (0),0,https://swerc.eu/2021,PE6_6 - Algorithms and complexity distributed parallel and network algorithms algorithmic game theory,,,,,,
62898,Organizzazione di concerti spettacoli teatrali rassegne cinematografiche eventi sportivi mostre esposizioni e altri eventi di pubblica utilità aperti alla comunità,31/01/2023,2022,PEN-17074,CIRCOSCRIZIONI AL CENTRO - FirstLife la piattaforma che mette in rete le risorse locali,Circoscrizioni al Centro è un progetto che l'Amministrazione ha fortemente voluto con l'obiettivo di potenziare politiche strategie e azioni per uno sviluppo omogeneo del territorio. Un progetto che vede il coinvolgimento di ben 6 assessorati per perseguire i suoi obiettivi in modo organico e strutturato e che mette in campo complessivamente quasi 4MLN di euro attraverso i bandi appena pubblicati dalla Città.,BORGO MEDIEVALE TORINO,1,24/06/2022,BOELLA Guido/// SCHIFANELLA Claudio,,INFORMATICA,,,,,Informazione,Cittadini (150),0,http://www.comune.torino.it/circoscrizioniinmostra/,SH7_1 - Human economic and social geography/// SH7_7 - Cities/// urban regional and rural studies/// SH7_8 - Land use and planning/// SH7_10 - GIS spatial analysis/// big data in geographical studies/// SH5_8 - Cultural studies cultural identities and memories cultural heritage,,,,,,
62903,Organizzazione di concerti spettacoli teatrali rassegne cinematografiche eventi sportivi mostre esposizioni e altri eventi di pubblica utilità aperti alla comunità,31/01/2023,2022,PEN-17079,Giornata di formazione sulle tecnologie civiche FirstLife e CommonsHood nell'ambito della collaborazione con Vol.To il Centro Servizi Volontariato,Giornata di formazione sulle tecnologie civiche FirstLife e CommonsHood nell'ambito della collaborazione con Vol.To il Centro Servizi Volontariato,,1,07/07/2022,BOELLA Guido/// SCHIFANELLA Claudio,,INFORMATICA,86858,VOLONTARIATO TORINO ETS,,,Informazione,Cittadini (40),0,,SH7_1 - Human economic and social geography/// SH7_5 - Sustainability sciences environment and resources/// SH7_8 - Land use and planning,,,,,,
62905,Organizzazione di concerti spettacoli teatrali rassegne cinematografiche eventi sportivi mostre esposizioni e altri eventi di pubblica utilità aperti alla comunità,31/01/2023,2022,PEN-17081,Research Meeting del Polo ICT: “Tecnologie a impatto sociale”,In questa edizione speciale del Research Meeting l’Università degli Studi di Torino presenterà alle imprese ICT e agli enti e le imprese del terzo settore attività di ricerca specializzazioni e infrastrutture per gettare le basi per future collaborazioni in particolar modo legate al tema delle tecnologie a impatto sociale.Nei giorni seguenti si svolgeranno incontri bilaterali aperti a tutti i partecipanti.,,1,14/09/2022,BOELLA Guido/// SCHIFANELLA Claudio,,INFORMATICA,,,,,Informazione,Imprese (30)/// Terzo settore/ONG (40),0,https://www.torinosocialimpact.it/news/research-meeting-del-polo-ict-tecnologie-a-impatto-sociale-14-settembre-2022/,PE6_1 - Computer architecture embedded systems operating systems/// SH3_1 - Social structure social mobility social innovation/// SH3_12 - Communication and information networks media/// SH3_13 - Digital social research,,,,,,
62907,Organizzazione di iniziative di valorizzazione consultazione e condivisione della ricerca,31/01/2023,2022,PEN-17083,3° WEBINAR - Goada 2030 Democratizzazione delle informazioni e della comunicazione,3° WEBINAR - Goada 2030 Democratizzazione delle informazioni e della comunicazione,ONLINE,1,03/11/2022,BOELLA Guido/// SCHIFANELLA Claudio,,INFORMATICA,,,,,Informazione,Cittadini (20),0,,PE7_8 - Networks e.g. communication networks and nodes Internet of Things sensor networks networks of robots,,,,,,
62911,Organizzazione di concerti spettacoli teatrali rassegne cinematografiche eventi sportivi mostre esposizioni e altri eventi di pubblica utilità aperti alla comunità,01/02/2023,2022,PEN-17087,Cooperativa viso a viso le tecnologie a supporto dei borghi,Ostana le tecnologie a supporto dei borghi,,1,12/11/2022,BOELLA Guido/// SCHIFANELLA Claudio,,INFORMATICA,99399,Cooperativa di Comunità VISO a VISO,,,Informazione,Cittadini (45),0,,SH7_1 - Human economic and social geography/// SH7_7 - Cities/// urban regional and rural studies/// SH7_8 - Land use and planning,,,,,,
62913,Organizzazione di iniziative di valorizzazione consultazione e condivisione della ricerca,01/02/2023,2022,PEN-17089,Webinar finale di CO3Project -Digital Disruptive Technologies to Co-create Co-produce and Co-manage Open Public Services-.,Webinar finale di CO3Project -Digital Disruptive Technologies to Co-create Co-produce and Co-manage Open Public Services-.,online,1,29/03/2022,SCHIFANELLA Claudio/// BOELLA Guido,,INFORMATICA,,,,,Informazione,Imprese (5)/// Istituzioni ed enti locali (20)/// Terzo settore/ONG (15),0,,PE6_7 - Artificial intelligence intelligent systems natural language processing,,,,,,
62938,Organizzazione di iniziative di valorizzazione consultazione e condivisione della ricerca,01/02/2023,2022,PEN-17092,Notte Europea delle Ricercatrici e dei Ricercatori,Notte Europea delle Ricercatrici e dei Ricercatori,,1,30/09/2022,BOELLA Guido/// SCHIFANELLA Claudio,,INFORMATICA,,,,,Informazione,Cittadini (280),0,,PE6_1 - Computer architecture embedded systems operating systems/// PE6_7 - Artificial intelligence intelligent systems natural language processing/// SH7_1 - Human economic and social geography,,,,,,
62941,Organizzazione di iniziative di valorizzazione consultazione e condivisione della ricerca,01/02/2023,2022,PEN-17095,Notte della geografia 2022,Notte della geografia 2022,,1,01/04/2022,BOELLA Guido/// SCHIFANELLA Claudio,,INFORMATICA,,,,,Informazione,Cittadini (70),0,,SH7_1 - Human economic and social geography/// SH7_5 - Sustainability sciences environment and resources/// SH7_6 - Environmental and climate change societal impact and policy/// SH7_7 - Cities/// urban regional and rural studies/// SH7_8 - Land use and planning/// SH7_9 - Energy transportation and mobility/// SH7_10 - GIS spatial analysis/// big data in geographical studies,,,,,,
62983,Organizzazione di iniziative di valorizzazione consultazione e condivisione della ricerca,01/02/2023,2022,PEN-17127,Out of office. Siamo al lavoro con la comunità,Una mattinata di confronto sul presente e il futuro del public engagement come strategia di collaborazione tra ricerca e società per generare crescita sociale culturale ed economica. Il programma prevede dalle 10.00 alle 11.30 una colazione di networking in cui sarà possibile incontrare i gruppi referenti di 21 progetti di public engagement finanziati dall’Ateneo tra il 2019 e il 2021 e dalle 11.30 alle 13.00 un confronto in plenaria sulle potenzialità della co-progettazione tra l’Università e le diverse realtà presenti e operanti sul territorio.,Open Incet (piazza Teresa Noce 17 - Torino),1,18/11/2022,ZENNARO Alessandro,GIARDINO Marco/// MAGNANO Guido/// ARDISSONO Liliana/// BALBO Andrea/// BIANCO PREVOT Alessandra/// BOELLA Guido/// BONA FRANCESCA/// CAPUCCHIO Maria Teresa/// CARETTO ANDREA/// CUONO Massimo/// MARIANO Marco/// CHIOSSO Michela/// CORINO Elisa/// PICCIONE Rosa Maria/// CRAVERO Tiziana/// DAVICO Chiara/// DI GAETANO Cornelia/// FABRIS Rita Maria/// FERRIGNO MARGHERITA/// FORTE Claudio/// PEANO Cristiana/// MALERBA Giancarla/// GHISLIERI Chiara/// GIORDA Cristiano/// RADICIONI Daniele Paolo/// MAGNACCA Giuliana/// MASCIOCCO Luciano/// MENSA Enrico/// MIGLIETTA Anna/// NDIAYE YOUSSOU/// OTTONELLO Stefania/// PEILA Patrizia/// PIZZIMENTI Stefania/// PORPORATO Marco/// STRANISCI Marco Antonio/// TALARICO Melania/// TONON Marco Davide/// VIGANI Gianpiero/// VOENA Claudia/// CALLEGARI Mia/// CORRIERO Emilio/// MUTTI Donatella/// TINTI Carla/// CALANDRI Emanuela/// VINDIGNI Floriana/// VERNERO Fabiana/// STRAFFON DÍAZ SARA/// BRIZIO ADELINA/// VALETTI Francesca/// FLORIS MARA/// CARLUCCIO Giulia Anastasia,Area Valorizzazione Impatto e Public Engagement/// PSICOLOGIA/// SCIENZE DELLA TERRA/// BIOTECNOLOGIE MOLECOLARI E SCIENZE PER LA SALUTE/// CHIMICA/// INFORMATICA/// LINGUE E LETTERATURE STRANIERE E CULTURE MODERNE/// CULTURE POLITICA E SOCIETA'/// MATEMATICA -GIUSEPPE PEANO-/// FILOSOFIA E SCIENZE DELL'EDUCAZIONE/// FISICA/// GIURISPRUDENZA/// SCIENZE AGRARIE FORESTALI E ALIMENTARI/// SCIENZE DELLA VITA E BIOLOGIA DEI SISTEMI/// SCIENZE VETERINARIE/// STUDI UMANISTICI/// SCIENZE CLINICHE E BIOLOGICHE/// SCIENZE DELLA SANITA' PUBBLICA E PEDIATRICHE,,,,,Ascolto e dialogo,Imprese (6)/// Istituzioni ed enti locali (13)/// Terzo settore/ONG (5),0,,SH3_1 - Social structure social mobility social innovation,,,,,,
63039,Organizzazione di iniziative di valorizzazione consultazione e condivisione della ricerca,01/02/2023,2022,PEN-17169,DeepHealth Piedmont Branch - the clinical experience,questo webinar illustrerà il contesto di DeepHealth e racconterà le loro esperienze a Torino nel campo dell'Anatomia patologica della neuroradiologia e della radiologia oncologica,Dipartimento di Informatica  e streaming online,1,04/03/2022,GRANGETTO Marco,ALDINUCCI Marco/// FIANDROTTI Attilio/// LUCENTEFORTE Maurizio/// CAVAGNINO Davide/// CANTALUPO Barbara/// RABELLINO Sergio/// DONETTI Simone/// BERGUI Mauro/// BERTERO Luca/// TARTAGLIONE Enzo,INFORMATICA/// NEUROSCIENZE -RITA LEVI MONTALCINI-/// SCIENZE MEDICHE,76297,AOU Città della Salute e della Scienza di Torino,AREA MIN. 01 - Scienze matematiche e informatiche/// AREA MIN. 06 - Scienze mediche,Dissemination progetto EU DeepHealth. Formazione per personale medico su AI e salute in ambito radiologico,Collaborazione,Istituzioni ed enti locali (35),0,,LS7_14 - Digital medicine e-medicine medical applications of artificial intelligence/// PE6_7 - Artificial intelligence intelligent systems natural language processing,,,,,,GRAM_H2020_IA_19_01
63040,Pubblicazioni (cartacee e digitali) dedicate al pubblico non esperto,01/02/2023,2022,PEN-17170,-Un progetto per monitorare le parole d'odio dai social network con degli algoritmi-,Articolo giornalistico su progetto #DeactivHate (https://www.cuneodice.it/varie/saluzzese/un-progetto-per-eliminare-le-parole-d-odio-dai-social-network-con-degli-algoritmi_59212.html),,5,15/02/2022,PATTI Viviana/// BOSCO Cristina/// CIGNARELLA ALESSANDRA TERESA/// FRENDA SIMONA,,INFORMATICA,,,,Un progetto per monitorare le parole d'odio dai social network con degli algoritmi,Informazione,Altro Lettori del giornale (100),0,https://www.cuneodice.it/varie/saluzzese/un-progetto-per-eliminare-le-parole-d-odio-dai-social-network-con-degli-algoritmi_59212.html,PE6_7 - Artificial intelligence intelligent systems natural language processing,,,,,,
63042,Pubblicazioni (cartacee e digitali) dedicate al pubblico non esperto,01/02/2023,2022,PEN-17172,L'intelligenza artificiale svela le emozioni provocate da Sanremo: -rabbia- per Ditonellapiaga -gioia intensa- per Emma,promozione ricerca su case study sanremo,,1,07/02/2022,RUFFO Giancarlo Francesco/// SEMERARO ALFONSO/// VILELLA SALVATORE/// DI CLEMENTE RICCARDO,,INFORMATICA,89904,GEDI DIGITAL S.R.L.,,,Informazione,Cittadini (150000),0,https://torino.repubblica.it/cronaca/2022/02/07/news/l_intelligenza_artificiale_svela_le_emozioni_di_sanremo_gioia_intensa_per_yuman_emma_e_elisa_rabbia_per_ditonellapiag-336872187/,PE6_12 - Scientific computing simulation and modelling tools,,,,,,
63043,Pubblicazioni (cartacee e digitali) dedicate al pubblico non esperto,01/02/2023,2022,PEN-17173,-La mente artificiale per lui non ha segreti: parola di Google-,intervista al Mattino,,1,14/01/2022,LIETO Antonio,,INFORMATICA,,,,,Informazione,Cittadini (10000),0,,PE6_7 - Artificial intelligence intelligent systems natural language processing,,,,,,
63061,Attività di coinvolgimento e interazione con il mondo della scuola,01/02/2023,2022,PEN-17177,Bambini e bambine un giorno all'università,Laboratorio di robotica educativa con una quarta elementare,Dipartimento di Informatica,1,26/05/2022,GENA Cristina,CELLIE Davide,INFORMATICA,,,AREA MIN. 01 - Scienze matematiche e informatiche,Introdurre i bambini al pensiero computazionale,Informazione,Primaria studenti (24),0,,PE6_9 - Human computer interaction and interface visualisation,,,PEN-17933,PEN-0015,,
63080,Pubblicazione e gestione di siti web e altri canali social di comunicazione e divulgazione scientifica,01/02/2023,2022,PEN-17180,DiUniTO canale Facebook,Promozione dell'attività dipartimentale sulla pagina Facebook @diunito,,365,31/12/2022,MATTUTINO Claudio,,INFORMATICA,,,AREA MIN. 01 - Scienze matematiche e informatiche,,Informazione,Cittadini (48543),0,facebook.com/diunito,PE6_1 - Computer architecture embedded systems operating systems/// PE6_2 - Distributed systems parallel computing sensor networks cyber-physical systems/// PE6_3 - Software engineering programming languages and systems/// PE6_4 - Theoretical computer science formal methods automata/// PE6_5 - Security privacy cryptology quantum cryptography/// PE6_6 - Algorithms and complexity distributed parallel and network algorithms algorithmic game theory/// PE6_7 - Artificial intelligence intelligent systems natural language processing/// PE6_8 - Computer graphics computer vision multimedia computer games/// PE6_9 - Human computer interaction and interface visualisation/// PE6_10 - Web and information systems data management systems information retrieval and digital libraries data fusion/// PE6_11 - Machine learning statistical data processing and applications using signal processing (e.g. speech image video)/// PE6_12 - Scientific computing simulation and modelling tools/// PE6_13 - Bioinformatics bio-inspired computing and natural computing/// PE6_14 - Quantum computing (formal methods algorithms and other computer science aspects),,,,,,
63081,Attività di coinvolgimento e interazione con il mondo della scuola,01/02/2023,2022,PEN-17181,One hour of code,L'Ora del Codice è la modalità base di avviamento ai princìpi fondamentali dell'informatica e della programmazione consistente nello svolgimento di un'ora o più di attività e tipicamente legata al coding,Scuola Falletti di Barolo Torino,1,01/06/2022,GENA Cristina,CAPECCHI Sara,INFORMATICA,,,AREA MIN. 01 - Scienze matematiche e informatiche,Sviluppo del pensiero computazionale,Informazione,Primaria studenti (23),0,,PE6_9 - Human computer interaction and interface visualisation,,,,,,
63128,Attività di coinvolgimento e interazione con il mondo della scuola,02/02/2023,2022,PEN-17195,Incontro formativo sul progetto social4school a tirocinantidi scienze della formazione primaria,Incontri con  tirocinanti scuola primaria modulo Cittadinanza digitale organizzato da USCOT-SFP di Torino,Università di Torino sede di Savigliano,1,27/10/2022,CAPECCHI Sara,,INFORMATICA,,,AREA MIN. 01 - Scienze matematiche e informatiche,,Informazione,Primaria insegnanti (45),0,,SH3_11 - Social aspects of teaching and learning curriculum studies education and educational policies/// SH3_14 - Social studies of science and technology,,,,,,
